tx_name,Task Name,tx_difficulty,total_correctness,total_compute,total_robustness,total_memtotal,made_submission,compile_success,score_percentage,Time spent,Remarks on Score,id_task_session,js_comments,id_infra_instan,nu_pgmr_comment_flux_all,nu_pgmr_cyclo_flux_all,nu_pgmr_filesize_flux_all,nu_pgmr_nom_flux_all,nu_pgmr_dac_flux_all,nu_pgmr_fanout_flux_all,nu_loc_flux_source_all,nu_loc_added_source_all,nu_ce_models_units_all,nu_aberrant_ce_units_all,nu_ce_hours_all,nu_aberrant_ce_all,loc_submit,cyclo_submit,nom_submit,dac_submit,fanout_submit,ce_units_submit,aberrant_ce_units_submit,id_test_session,tx_file_type,correctness_norm,compute_norm,robustness_norm,memtotal_norm,task_score,avg_bce
31,12,easy,0,0,0,0,True,False,61.9,1,0,3489,"[{""question"":""Why is the median more complex to calculate for even length lists?"",""answer"":""not complex, timeout prior to submission""},{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""by test""}]",813124,0,8,573,2,0,0,73,44,311.712984516154,2.03511743317368,17.56421946865769,0.11467359723958308,32,6,2,0,1,9.9245888222858,0,4391,cs,0,0,0,0,0,1.6492259171597634
31,3,intermediate,5,0,0,0,True,True,61.7,1,FAILED,3491,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":""Use Binary Reader and give it a try""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""Byte array length was wrong, corrected that""},{""question"":""Describe the faults you found in words."",""answer"":""Byte array length wrong""}]",813126,1,0,41,0,0,0,8,4,34.24654402312084,0,1.9297040711949225,0,57,10,2,0,3,8.515667645200367,0,4391,cs,8,0,0,0,1.6,1.6492259171597634
31,15,intermediate,0,0,0,0,True,False,61.9,0.9,0,3490,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""think about more optimum solution""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""using special character hashset algorithm""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""generic and can be used from any where""}]",813125,0,7,943,0,0,2,127,78,489.9338155736943,2.4919591253639566,27.606501779868193,0.1404154435618275,39,7,2,0,2,6.188511723173757,0,4391,cs,0,0,0,0,0,1.6492259171597634
32,13,easy,0,0,0,0,True,False,65.40000000000002,0.95,0,3786,"[{""question"":""briefly describe what a Hamiltonian Cycle is in your own words"",""answer"":""NA""},{""question"":""briefly describe what an edge weight is in your own words"",""answer"":""NA""},{""question"":""describe how you used the library to find a (near) optimal shortest path through the tourist locations"",""answer"":""NA""}]",836878,0,8,22,8,4,4,7,4,67.13370388472143,0.5826986920030542,3.782810365135811,0.03283356234366628,39,4,4,2,2,21.816197908735237,0.2913493460015271,4740,java,0,0,0,0,0,2.0085975051975047
32,10,easy,6,0,0,0,True,True,66.10000000000001,0.9333333333333332,PASSED,3787,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""By Taking All Boundry Senerios""}]",836879,0,42,336,18,0,0,55,34,297.3059881934203,4.6967654109869885,16.752422534085262,0.2646505682123761,29,8,3,0,0,13.914017851348893,0.5326480289658373,4740,java,16.666666666666668,0,0,0,2.7777777777777786,2.0085975051975047
32,2,intermediate,0,0,0,0,True,False,55.00000000000001,1,0,3785,"[{""question"":""the classes you used in the standard library and why"",""answer"":""NNA""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""NA""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""NA""}]",836877,0,8,129,8,0,11,29,16,174.2625359978755,2.224698275562873,9.819242634959686,0.12535598677156048,14,2,2,0,3,16.611118937167866,0.5757118607035585,4740,java,0,0,0,0,0,2.0085975051975047
33,1,easy,0,0,0,0,True,False,67.80000000000001,1,0,3763,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""using test cases with possible values.""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""yes""}]",834353,0,1,284,0,0,0,73,38,263.64898788858187,2.0683053980788717,14.855937724739036,0.1165436531187686,11,3,2,0,0,6.486016615126865,0,4594,cs,0,0,0,0,0,1.8516950177935945
33,3,intermediate,0,0,0,0,True,False,69.8,1,0,3761,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":""I am trying to assign maximum values with maximun negative.""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""missing method trying to add""},{""question"":""Describe the faults you found in words."",""answer"":""""}]",834351,2,2,1104,1,0,0,79,39,284.770597145335,4.382179672640529,16.046085710048963,0.2469244765046353,46,9,6,0,2,8.354889643624363,0,4594,cs,0,0,0,0,0,1.8516950177935945
33,15,intermediate,0,0,0,0,True,False,69.39999999999999,0.95,0,3762,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""trying to search builder using regex""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""using regex to specify the pattern with . char""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""we extend when we required""}]",834352,0,9,1454,4,0,0,112,63,291.7452356775592,1.6408558499115156,16.439088529885606,0.09245797799861354,24,3,2,0,0,7.292520577572333,0,4594,cs,0,0,0,0,0,1.8516950177935945
34,14,difficult,0,0,0,0,True,False,77.4,1,0,3710,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""Map to track the input""}]",834248,0,1,901,0,0,0,125,76,834.4841596981382,6.937341953395535,47.02102142715496,0.3909012542024893,57,0,0,0,0,5.770657467855423,0,4624,java,0,0,0,0,0,1.755096
34,6,easy,0,0,0,0,True,False,60.4,0.9,0,3711,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""as curve formula FxDx a and b limit""}]",834249,0,12,169,10,0,2,30,17,195.21575841004466,0.5697481841652429,10.999902457630196,0.0321038347635112,15,3,2,0,0,12.785552793257773,0,4624,java,0,0,0,0,0,1.755096
34,0,intermediate,0,0,0,0,True,False,63.2,1,0,3712,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""area of curve can be didevied into number of rectangular and add the area of rectangular to calculate the area as we have""},{""question"":""Is your solution exact or approximate?"",""answer"":""""},{""question"":""How did you estimate the area under the curve?"",""answer"":""a-\u003eb fx Dx where a and b is limits""}]",834250,14,2,614,2,0,1,24,16,156.37668157678792,2.775397124210341,8.811421055361153,0.15638644080861386,17,0,0,0,0,12.87518626979079,0,4624,java,0,0,0,0,0,1.755096
35,10,easy,6,0,0,0,True,True,49.2,0.9333333333333332,FAILED,3547,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""bcz its""}]",822187,0,50,883,21,3,3,447,419,473.81831214241305,15.989346095865619,26.698434894062036,0.9009582466512716,29,9,3,0,0,6.0911711983955525,0.1578391877752949,4399,java,13.888888888888884,0,0,0,2.3148148148148144,1.8259034722222218
35,15,intermediate,0,0,0,0,True,False,54,1,0,3546,0,822186,0,12,299,8,0,0,111,96,224.07777861800773,1.9137317615753715,12.626202555550005,0.10783382898413968,13,2,2,0,0,6.229246851049421,0,4399,java,0,0,0,0,0,1.8259034722222218
36,1,easy,0,0,0,0,True,False,70.89999999999998,1,0,3607,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""By Executing the code""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""Time exceeds with basic inputs are tested""}]",832869,0,6,730,6,0,0,134,76,800.1425950104007,1.2836791370359897,45.08596318757348,0.07233199516932153,26,0,0,0,0,12.821033625758366,0,4508,java,0,0,0,0,0,0.9117429403202328
36,4,intermediate,0,0,0,0,True,True,70.6,0.95,FAILED,3606,"[{""question"":""Describe any other corner cases you considered."",""answer"":""First made a try with copy is taking place sucessfully or not""},{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""I looped each and every va""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""""}]",832868,0,24,408,14,0,7,65,35,396.96509383005684,3.2759177903634513,22.367955060486363,0.1845894842030297,16,4,2,0,1,9.54053947821383,0.23138439314739184,4508,java,0,0,0,0,0,0.9117429403202328
37,1,easy,2,0,0,0,True,True,60.4,1,FAILED,3407,0,806938,0,0,40,0,0,0,24,12,79.55596672108457,0,4.482772707397254,0,8,2,2,0,0,6.169103101756537,0,4114,cs,0,0,0,0,0,2.6056773285198562
38,6,easy,0,0,0,0,True,False,69.69999999999999,0.9,0,3568,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""we tried to complete the Map question around 80% completion. But unable to complete it fully and execute as the complie test was taking more time""}]",822163,0,6,142,6,0,1,38,21,160.0696616588851,2.476517179897635,9.01951091968304,0.1395453299231078,14,0,0,0,1,10.322721469308654,0,4377,cs,0,0,0,0,0,3.67507936
39,10,easy,0,0,0,0,True,False,69.39999999999999,1,0,3640,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""Input:\nA 2D array graph[V][V] where V is the number of vertices in graph and graph[V][V] is adjacency matrix representation of the graph. A value graph[i][j] is 1 if there is a direct edge from i to j, otherwise graph[i][j] is 0.\n\nOutput:\nAn array path[V] that should contain the Hamiltonian Path. path[i] should represent the ith vertex in the Hamiltonian Path. The code should also return false if there is no Hamiltonian Cycle in the graph.""}]",833274,1,9,550,3,0,0,89,52,537.1675041682804,10.5633975860104,30.267997816285483,0.5952200991029314,31,9,3,0,0,14.414686111220016,0.6189352988924006,4553,java,0,0,0,0,0,2.182711272247857
39,13,easy,0,0,0,0,True,False,67,0.9,0,3639,"[{""question"":""briefly describe what a Hamiltonian Cycle is in your own words"",""answer"":""Input:\nA 2D array graph[V][V] where V is the number of vertices in graph and graph[V][V] is adjacency matrix representation of the graph. A value graph[i][j] is 1 if there is a direct edge from i to j, otherwise graph[i][j] is 0.\n\nOutput:\nAn array path[V] that should contain the Hamiltonian Path. path[i] should represent the ith vertex in the Hamiltonian Path. The code should also return false if there is no Hamiltonian Cycle in the graph.""},{""question"":""briefly describe what an edge weight is in your own words"",""answer"":""edge weightsis basically a Direction""},{""question"":""describe how you used the library to find a (near) optimal shortest path through the tourist locations"",""answer"":""org.jgrapht.graph.SimpleWeightedGraph""}]",833273,0,44,5465,28,14,20,174,154,315.430463915214,1.7976207028179707,17.773689806047248,0.10129127150319683,37,4,4,2,2,22.59550820746777,0.3144512491662346,4553,java,0,0,0,0,0,2.182711272247857
39,2,intermediate,1,0,2,0,True,True,71.7,1,FAILED,3638,"[{""question"":""the classes you used in the standard library and why"",""answer"":""Used Libraries are to format the Date.""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""www.timeanddate.com""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""From the URL \""www.timeanddate.com\""""}]",833272,0,6,269,6,3,11,30,17,181.2394401110126,3.5981048546266763,10.212373114413843,0.20274389094186265,15,2,2,1,3,8.715637740184,0.4303616904086459,4553,java,0,0,0,0,0,2.182711272247857
40,10,easy,6,0,0,0,True,True,61,0.9333333333333332,FAILED,3706,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""Tested""}]",834244,0,50,353,21,0,0,53,32,314.8861931540286,6.603205839954011,17.743021558092586,0.3720735494855974,27,9,3,0,0,14.092975736179266,0.6230157347079087,4552,java,11.111111111111107,0,0,0,1.8518518518518512,1.5156885135135134
40,13,easy,5,0,0,0,True,True,62.9,0.5,FAILED,3705,"[{""question"":""briefly describe what a Hamiltonian Cycle is in your own words"",""answer"":""Tested""},{""question"":""briefly describe what an edge weight is in your own words"",""answer"":""Tested""},{""question"":""describe how you used the library to find a (near) optimal shortest path through the tourist locations"",""answer"":""Tested""}]",834243,0,0,7,0,0,0,2,1,8.799504330000698,0.08038911184772712,0.4958292818871214,0.004529718277779272,38,4,4,2,2,3.8127010858874066,0.036409211218442,4552,java,4,0,0,0,0.8,1.5156885135135134
40,2,intermediate,0,0,0,0,True,False,65.2,0.9333333333333332,0,3704,"[{""question"":""the classes you used in the standard library and why"",""answer"":""Tested""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""Tested""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""TEsted""}]",834242,0,20,374,10,3,13,30,17,219.509941082955,5.5081167459168086,12.36881673927619,0.3103681148683681,15,4,2,0,2,18.47470653043191,0.6144740538989586,4552,java,0,0,0,0,0,1.5156885135135134
41,14,difficult,14,0,0,0,True,True,68.5,1,FAILED,3213,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""because it would have been a loss for the vending machine to return bigger amounts than the lowest possible input.""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""returns -1 signifying there is insufficient balance.""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""setters and getters for tracking total machine values.""}]",731950,8,48,2129,14,0,0,182,101,585.1101069691633,6.082446285266207,32.96943933243047,0.342730097132675,49,18,7,0,0,9.171609955230927,0,2825,py,3.0612244897959178,0,0,0,0.21865889212827988,1.7948756013745706
41,2,intermediate,0,0,0,0,True,True,67.2,0.7333333333333331,FAILED,3212,"[{""question"":""the classes you used in the standard library and why"",""answer"":""datetime, timezone""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""google search -\u003e datetime rules in chicago""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""going back 1 year -\u003e increased 1 day\ngoing future 1 year -\u003e decreases 1 day\nleap year -\u003e 2 days\nalways between 1-7(circular list)""}]",731949,22,57,3102,9,0,0,156,114,255.69684480927762,4.910549551196171,14.407855055010442,0.27669675089989193,77,29,4,0,0,5.814289759980996,0,2825,py,0,0,0,0,0,1.7948756013745706
41,0,intermediate,4,0,2,0,True,True,60.1,1,FAILED,3211,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""i covered the given cases. not sure why my solution is not passing robust scores.""},{""question"":""Is your solution exact or approximate?"",""answer"":""yes for the given test cases.""},{""question"":""How did you estimate the area under the curve?"",""answer"":""given the function, find end - start and multiply by the given function output""}]",731946,65,24,2292,4,0,0,329,170,614.7512168279727,46.758579731515226,34.639639114652674,2.6347248823203966,1,6,1,0,0,21.61241635903067,4.25523692448963,2825,py,18.75,0,0,0,3.125,1.7948756013745706
41,1,easy,2,0,0,0,True,True,57.4,0.25,PASSED,3149,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""i have applied float to maintain accuracy of results. \n\ni tried doing try except for checking len(list) to be zero but there is no expected output given for that.""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""33,33,34 -\u003e should give 3.33333...\n0 len list -\u003e but no sign of checking this given in question.""}]",731349,0,4,155,0,0,0,36,18,107.00333933268152,2.2301592497117912,6.029361076619103,0.12566369852316794,6,4,2,0,0,8.160615872865161,0.8090461646604101,2754,py,50,0,0,0,25,1.7576272727272728
41,7,easy,1,1,0,0,True,True,76.59999999999998,1,FAILED,3148,0,731348,0,4,190,0,0,0,40,20,130.79973889469449,0.6080267975641805,7.370226569020188,0.03426073550262688,37,14,5,0,0,0.4769692282276201,0,2754,py,100,0,0,0,50,1.7576272727272728
41,15,intermediate,0,0,0,0,True,True,76.79999999999998,1,FAILED,3150,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""i didn\u0027t get the builder class constraint. why can\u0027t i build my own setters and getters and get this done?""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""pattern was easy. find index where this pattern is present. rmeove those indexes from all word_list words and search as strings.""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""its a design interface for class interaction. good to have but generally not used because a standalone class can do the job if setters are not complex. \n\nif this was a programming test, i don\u0027t understand constraint of builder class.""}]",731350,8,38,3407,19,0,0,253,138,639.2137388793936,11.676986081689591,36.018038884347774,0.6579679270968211,30,14,7,0,0,8.235399005645489,0,2754,py,0,0,0,0,0,1.7576272727272728
42,3,intermediate,0,0,0,0,True,False,63.4,0.95,0,3387,0,780750,0,33,1090,19,9,20,407,382,332.77889301412466,19.02945013297797,18.751228860452365,1.0722602365195388,38,10,6,3,5,26.719363552974148,1.6899006880786342,3415,java,0,0,0,0,0,0.6986342476489028
42,4,intermediate,0,0,0,0,True,True,64.3,1,FAILED,3388,"[{""question"":""Describe any other corner cases you considered."",""answer"":""""},{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""take the initial 2 d elements and loop through it and put it in the new array""}]",780751,9,38,416,24,0,12,85,63,300.89843763722547,12.255923128595743,16.954847757272525,0.6905895304803953,23,6,2,0,1,17.729142153388104,0.5831457890361254,3415,java,0,0,0,0,0,0.6986342476489028
43,14,difficult,14,0,0,0,True,True,63.5,1,FAILED,3628,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""it returns -1""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""Not used""}]",833021,1,110,970,80,17,27,64,43,517.0060494159948,11.998048862437065,29.131952050895766,0.6760589833709747,52,12,8,2,3,7.781021458056233,0.0307319615631658,4623,java,2.0408163265306123,0,0,0,0.1457725947521866,1.7948616071428571
43,6,easy,0,0,0,0,True,False,48.1,1,0,3626,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""Yes""}]",833019,0,39,442,18,0,18,64,37,430.3497705451882,3.2568070371124334,24.249095140759056,0.18351264274635035,21,0,0,0,0,11.109108958032675,0,4623,java,0,0,0,0,0,1.7948616071428571
43,0,intermediate,0,0,0,0,True,False,45.4,0.95,0,3627,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""By adding max int check""},{""question"":""Is your solution exact or approximate?"",""answer"":""approximate""},{""question"":""How did you estimate the area under the curve?"",""answer"":""f(x)*(End-start)""}]",833020,1,9,69,8,0,4,15,8,107.1012009001738,2.508842997775224,6.034875322525957,0.14136680604989527,10,2,2,0,1,14.936088903854305,0.4243760236872061,4623,java,0,0,0,0,0,1.7948616071428571
44,14,difficult,14,0,0,0,True,True,68.2,0.9666666666666665,FAILED,3691,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""-""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""-""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""-""}]",834128,0,98,518,64,8,16,63,43,428.8186169497607,10.850125786996896,24.162818600716754,0.6113764907200384,53,14,8,1,2,23.512241603511015,1.0023629668086165,4523,java,2.5510204081632653,0,0,0,0.1822157434402332,0.4227161589403973
44,6,easy,7,0,0,0,True,True,71.89999999999998,1,FAILED,3689,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""-""}]",834126,0,11,204,10,0,10,35,21,221.3887787486644,1.0802888122711178,12.474684376319681,0.06087147706637212,18,3,2,0,2,5.858354808530789,0.05742005683657004,4523,java,11.224489795918366,0,0,0,1.6034985422740526,0.4227161589403973
45,8,easy,1,1,0,1,True,True,79.2,0.95,ACCEPTABLE,3697,"[{""question"":""If you had more time, describe the additional steps you would take to further optimise the code or explain why this is not possible."",""answer"":""no comments""},{""question"":""Outline why your solution runs faster than the original version."",""answer"":""no comments""},{""question"":""Describe in words the steps you took to optimise the code."",""answer"":""no comments""}]",834134,0,44,162,24,4,8,24,12,173.06760624928748,1.7352103941253754,9.751911438004882,0.09777461222548038,51,11,6,1,2,27.29328949297368,0.3616540675533184,4636,java,100,100,0,50,83.33333333333333,0.798832972241029
45,10,easy,0,0,0,0,True,False,71.5,1,0,3695,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""no comment""}]",834132,1,40,465,18,0,0,57,36,306.8694843683556,8.963852883756626,17.291300778008804,0.5050898972958967,31,0,0,0,0,14.220515156920438,0.969694326707769,4636,java,0,0,0,0,0,0.798832972241029
46,14,difficult,14,0,0,0,True,True,63.9,0.3,FAILED,3673,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""it returns a message that insufficient fund is there""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""arraylist""}]",834116,0,18,110,18,2,4,14,7,110.19072538078107,3.4567889312252027,6.208962026406474,0.19478110460849168,30,8,8,1,2,6.406668259659264,0.2927363881782595,4519,java,2.0408163265306123,0,0,0,0.1457725947521866,1.7906466165413537
47,1,easy,2,0,0,0,True,True,65.2,0.9,ACCEPTABLE,3508,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""write a test class with all the double values to make it auto run, current code the precise may not correct""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""this tool is not good to do the programming""}]",813203,0,0,1471,0,0,0,64,35,151.10971189042957,4.360365584450854,8.514640952826893,0.24569530912469176,14,2,2,0,0,6.841589074174858,0.3456748782336103,4366,cs,37.5,0,0,0,18.75,2.167335541195477
47,3,intermediate,5,0,0,0,True,True,65.8,1,FAILED,3509,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":""this tool is not good to use""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""""},{""question"":""Describe the faults you found in words."",""answer"":""""}]",813204,2,2,302,0,0,0,20,10,79.22842096285525,1.892601037054209,4.464316352130253,0.10664316737728513,47,11,7,0,2,15.555118346457341,1.0470908456212693,4366,cs,4,0,0,0,0.8,2.167335541195477
48,8,easy,0,0,0,0,True,False,66.5,1,0,3581,"[{""question"":""If you had more time, describe the additional steps you would take to further optimise the code or explain why this is not possible."",""answer"":""will try to reduce the functional calling and will use the function in the straight calc method""},{""question"":""Outline why your solution runs faster than the original version."",""answer"":""instead of calling a fuinction and ex""},{""question"":""Describe in words the steps you took to optimise the code."",""answer"":""""}]",832264,1,55,94,30,5,10,25,14,214.1871452179105,7.843413709743942,12.068890976139874,0.4419560513183624,54,11,6,1,2,23.018870911070746,0.8527017488541702,4507,java,0,0,0,0,0,2.1147105
48,1,easy,2,0,0,0,True,True,70.6,1,ACCEPTABLE,3579,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""developing the code in flexible way .so, that it may useful for no.of input value""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""""}]",832262,4,24,305,16,2,2,84,46,471.7220349993004,2.2072123258880465,26.58031510554597,0.12437069878882437,16,3,2,0,0,11.565783712137387,0.2855626000275507,4507,java,37.5,0,0,0,18.75,2.1147105
49,10,easy,6,0,0,0,True,True,75.59999999999998,0.9333333333333332,FAILED,3680,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""yes""}]",834117,0,0,41,0,0,0,4,2,16.756262323528844,0,0.9441719900815,0,43,8,3,0,1,7.2133242421693655,0,4599,cs,8.333333333333334,0,0,0,1.3888888888888893,3.6657159250585485
50,13,easy,0,0,0,0,True,False,70.5,0.3,0,3799,0,836885,0,4,4,4,2,2,6,3,45.138423420255755,0.30360594776055233,2.543433269721508,0.017107408941380863,38,0,0,0,0,12.09747091137856,0,4707,java,0,0,0,0,0,1.6062668261563
51,10,easy,6,0,0,0,True,True,65.10000000000001,0.9333333333333332,PASSED,3561,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""I made sure that the conditions are implemented in correct sequence.""}]",822195,0,6,413,2,0,0,63,39,251.92716499064153,3.523654853292406,14.195443359155462,0.1985488261616556,31,7,3,0,1,6.457781167133727,0,4370,cs,16.666666666666668,0,0,0,2.7777777777777786,3.2932180275715797
51,2,intermediate,1,0,2,0,True,True,66.8,0.9333333333333332,FAILED,3562,"[{""question"":""the classes you used in the standard library and why"",""answer"":""DateTime class to determine the 1st Sunday after 8th of March""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""""}]",822196,0,1,116,0,0,0,15,9,62.704764373317325,0.2606464440818045,3.533251092805658,0.014686752156584557,12,3,2,0,1,7.225907728471313,0,4370,cs,0,0,0,0,0,3.2932180275715797
52,12,easy,8,0,0,0,True,True,70.3,1,FAILED,3655,"[{""question"":""Why is the median more complex to calculate for even length lists?"",""answer"":""To find length of lists is not complex as it seems.""},{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""By providing manual inputs.""}]",834113,2,17,523,12,6,6,42,23,260.39800252624985,2.978992518625008,14.67275311829082,0.16785851405528288,20,3,2,1,1,4.854410508825153,0.12454173841505088,4631,java,7.8125,0,0,0,0.9765625,1.8953825520833332
52,3,intermediate,0,0,0,0,True,False,69.19999999999999,1,0,3653,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":""Upto the mark.""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""As per me process was smooth and description can be elaborated""},{""question"":""Describe the faults you found in words."",""answer"":""Description could be elaborated""}]",834111,4,96,3898,50,27,46,72,41,588.0896088633542,19.72700757714333,33.13732654847979,1.1115657921104751,46,11,6,3,5,6.208109642011565,0.10814996439403116,4631,java,0,0,0,0,0,1.8953825520833332
52,15,intermediate,0,0,0,0,True,True,71.2,0.9,FAILED,3654,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""Exact compilation/run time error needs to be displayed on console.""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""upto the mark.""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""upto the mark""}]",834112,2,8,1077,4,1,2,56,33,244.93706053105075,1.3722772686333922,13.801569074362128,0.07732427045199955,19,3,2,1,1,11.511059906181293,0,4631,java,0,0,0,0,0,1.8953825520833332
53,10,easy,6,0,0,0,True,True,63.7,0.9333333333333332,PASSED,3557,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""we went through the requirement and then sample output. and based on the skeleton implementation we have specific condition for 9, 5 and for both 9 \u0026 5, if not returning the current value in the iteration.""}]",822194,0,5,443,0,0,0,70,43,242.6301066225844,3.882520697760728,13.67157819568482,0.21876998718204327,32,8,3,0,1,6.457781167133727,0,4374,cs,16.666666666666668,0,0,0,2.7777777777777786,2.5587426925845933
54,1,easy,2,0,0,0,True,True,66.60000000000001,0.2,ACCEPTABLE,3126,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":"".""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""""}]",729972,0,3,91,2,0,0,36,32,52.52532038679178,0.2323223180243189,2.9596657847512966,0.013090761001118835,12,3,2,0,0,12.269336043734492,0.2323223180243189,2719,java,37.5,0,0,0,18.75,1.953137869822485
54,3,intermediate,5,0,0,0,True,True,66.10000000000001,0.95,FAILED,3127,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":"".""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""""},{""question"":""Describe the faults you found in words."",""answer"":""""}]",729973,0,10,10,6,3,5,42,40,37.15334577286658,1.958194015438527,2.093494822368352,0.11033916185032057,38,10,6,3,5,18.85778150433447,1.1926847687307331,2719,java,4,0,0,0,0.8,1.953137869822485
